band,distance_km,name,city,district,address,phone,website,rating,reviews,type,status,maps,lat,lng,place_id
10–15 km,10.62,愛丁堡語文短期補習班,桃園市,龍潭區,桃園市龍潭區建林里民族路294巷29號,0952 811 303,,5,3,學校,OPERATIONAL,https://maps.google.com/?cid=15103574266855413204&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.839088,121.23359029999997,ChIJlWQYvL89aDQR1NWlBsasmtE
10–15 km,10.63,佳音英語桃德校,桃園市,八德區,桃園市八德區興中里中興街14號,03 368 0022,https://www.facebook.com/share/1LTJQ3ujcV/?mibextid=LQQJ4d,5,7,教育機構,OPERATIONAL,https://maps.google.com/?cid=2859334526894675409&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9269812,121.28327829999999,ChIJcRlXWo4ZaDQR0RWRUZplric
10–15 km,10.7,得分文理語文短期補習班,桃園市,龍潭區,桃園市龍潭區三林里民族路265號,03 480 1553,,3.7,3,學校,OPERATIONAL,https://maps.google.com/?cid=10347944177935672648&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8390991,121.23514099999998,ChIJd1WMa6M9aDQRSGVtcWdIm48
10–15 km,10.79,競升文理美語短期補習班,桃園市,龍潭區,桃園市龍潭區三林里民族路293巷16弄5號,03 499 3535,,,,學校,OPERATIONAL,https://maps.google.com/?cid=14376442160187614880&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.838511999999998,121.23579199999999,ChIJAz6mPqM9aDQRoKbum_lhg8c
10–15 km,10.99,康大電腦文理美語短期補習班,桃園市,觀音區,桃園市觀音區大同里中山路二段763巷23弄5號,03 498 9619,,,,學校,OPERATIONAL,https://maps.google.com/?cid=1430205591495836548&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0122739,121.1382623,ChIJByqNyJEmaDQRhAPjbGgc2RM
10–15 km,11.4,布萊登文理補習班-Live互動美語新坡校（MPM數學）,桃園市,觀音區,桃園市觀音區新坡里中山路二段522號,03 498 0741,https://www.facebook.com/shinpobrighton,5,66,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=18035018636804813228&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0143566,121.13313409999999,ChIJOW5rhOonaDQRrPFMhOVBSfo
10–15 km,11.43,澧森美語Listen To Me,桃園市,大園區,桃園市大園區青山里領航北路三段223號2樓,03 287 0170,https://www.facebook.com/profile.php?id=100088852862810&mibextid=LQQJ4d,4.6,10,學校,OPERATIONAL,https://maps.google.com/?cid=10710909231072825876&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0180904,121.2129552,ChIJVXrDGK8haDQRFFKMYzLLpJQ
10–15 km,11.47,大英美語文理補習班,桃園市,觀音區,桃園市觀音區新坡里文中路66號,03 498 7622,,5,1,學校,OPERATIONAL,https://maps.google.com/?cid=12106770343731689723&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.015570399999998,121.13456490000002,ChIJDXOs0I0maDQR-3hcs3vjA6g
10–15 km,11.49,語捷語文短期補習班,桃園市,觀音區,桃園市觀音區新坡里中山路二段470號,03 498 6819,,5,1,學校,OPERATIONAL,https://maps.google.com/?cid=9615573300021051170&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0147899,121.1321983,ChIJL_wFvI4maDQRIj98i_hgcYU
10–15 km,11.63,私立美亞美語短期補習班,桃園市,大溪區,桃園市大溪區興和里中正路45號,03 388 0891,,3.7,13,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=16259423481686131422&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8830317,121.2859362,ChIJkS_23SEYaDQR3gKMroITpeE
10–15 km,11.69,私立成龍語文短期補習班,桃園市,大溪區,桃園市大溪區福仁里登龍路20巷2號1樓,03 387 9867,,,,學校,OPERATIONAL,https://maps.google.com/?cid=15068509818082830298&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8835434,121.28676619999999,ChIJBeg-KyAYaDQR2idQ2dcZHtE
10–15 km,11.77,麋爾頓美語 Miltonkids Academy 兒童美語↗幼兒美語↗美語學習↗,桃園市,大園區,桃園市大園區青峰里大勇路26號,03 287 8335,https://www.facebook.com/share/1PuJWpSzSM/?mibextid=wwXIfr,5,5,學校,OPERATIONAL,https://maps.google.com/?cid=4088211649515127756&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0196173,121.2184405,ChIJDUR0lKshaDQRzIP2v9U-vDg
10–15 km,11.78,Warmhood 暖夥英語,桃園市,大園區,桃園市大園區青埔里大勇路31號,,https://www.facebook.com/share/1ALxrer6sB/?mibextid=wwXIfr,5,6,教育機構,OPERATIONAL,https://maps.google.com/?cid=14176765589222857384&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.019614600000004,121.21876890000001,ChIJyw1mYrIhaDQRqBqcETH9vcQ
10–15 km,11.79,【逗點教室-青園展翅校】青園國小安親班/青埔補習班/資優數學/自然科學實驗/兒童美語,桃園市,大園區,桃園市大園區青峰里大勇路33號,03 287 3931,http://comma.study/,5,153,學校,OPERATIONAL,https://maps.google.com/?cid=9846410775888078682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.019582099999997,121.2190134,ChIJjWM2DRAhaDQRWidjoW56pYg
10–15 km,11.85,奧斯汀美語 桃園龍山分校,桃園市,桃園區,桃園市桃園區龍壽里龍泉六街22號1樓,03 370 9247,https://www.facebook.com/profile.php?id=61580289115110,5,16,學校,OPERATIONAL,https://maps.google.com/?cid=72871809881523559&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.983910599999998,121.27247579999998,ChIJQwgZPk4faDQRZ8UgZobkAgE
10–15 km,11.9,青埔【個別指導】補習班❤️安親.美語.鋼琴.數學.多益.甲蟲飼育.程式語言.AI機器人.APCS大學程式設計.動力積木.國中會考.高中學測.國文.英文.數學.物理.化學.生物.地球科學.社會.自學生升學輔導.親子共學.育林文化,桃園市,大園區,桃園市大園區大華一街28號,0900 187 246,https://www.facebook.com/profile.php?id=100064001738820,5,62,教育機構,OPERATIONAL,https://maps.google.com/?cid=11659924220272489277&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0205633,121.21943409999999,ChIJcYSmqN8haDQRPbNQKU1f0KE
10–15 km,11.94,Red Rock English 紅石美語-大園/中壢/青埔|青園國小/青埔國小/兒童美語|外師英文|幼兒美語|美語補習班|課後英文|國小英文|國小美語|國小安親,桃園市,大園區,桃園市大園區青峰里大成路二段39號,03 287 7727,https://www.facebook.com/RedRockEnglish/,5,11,學校,OPERATIONAL,https://maps.google.com/?cid=17755332729122960395&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.020518799999998,121.2204841,ChIJk8XDpPchaDQRC7Q9nAudZ_Y
10–15 km,12.21,私立育英文理短期補習班,桃園市,大溪區,桃園市大溪區田心里民權東路93號,03 387 1549,,3.3,12,學校,OPERATIONAL,https://maps.google.com/?cid=6123919915457803578&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.882209099999997,121.291663,ChIJUbWZsSYYaDQROnXNmbeI_FQ
10–15 km,12.29,學子語文文理短期補習班,桃園市,大溪區,桃園市大溪區一心里文化路161號,03 387 3139,,,,學校,OPERATIONAL,https://maps.google.com/?cid=9578364227841256178&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.877785,121.290627,ChIJWxS1B4oXaDQR8mrJUYQv7YQ
10–15 km,12.39,私立小熊文理語文珠心算數學短期補習班,桃園市,大溪區,桃園市大溪區文化路81號1F,03 387 2097,https://www.facebook.com/bear3872097,,,學校,OPERATIONAL,https://maps.google.com/?cid=15787240832110128572&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.881391999999998,121.29330679999998,ChIJu-a_kiYYaDQRvG13deSLF9s
10–15 km,12.45,喬登美語,桃園市,蘆竹區,桃園市蘆竹區新興里文中路一段19巷36號,080 003 7789,,3,2,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=147883186273943520&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9913292,121.27359109999999,ChIJY5mC2tSpQjQR4H8ccvliDQI
10–15 km,12.58,私立兒童星球美語短期補習班,桃園市,桃園區,桃園市桃園區龍安里國豐十街258號,03 360 0292,,4.3,6,學校,OPERATIONAL,https://maps.google.com/?cid=18370209368332522681&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.991785399999998,121.27484140000001,ChIJX--El2gfaDQRuVQDSRcY8P4
10–15 km,12.58,喬登美語(大成分校),桃園市,八德區,桃園市八德區大成里福僑街39號,03 371 4237,,4.5,11,學校,OPERATIONAL,https://maps.google.com/?cid=13133463996729627691&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.958541999999998,121.2955987,ChIJSVzWvM0YaDQRK5Rzw-tvQ7Y
10–15 km,12.59,夏恩英語 桃園大成校,桃園市,八德區,桃園市八德區大和里建國路1110號,03 363 7598,,5,8,教育機構,OPERATIONAL,https://maps.google.com/?cid=8240594889294549895&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.956699099999998,121.2964148,ChIJTU_x-sAZaDQRhxNNKmR5XHI
10–15 km,12.62,桃園市私立艾普樂斯英語補習班,桃園市,八德區,桃園市八德區大成里大成街61號 號,03 363 6276,,,,學校,OPERATIONAL,https://maps.google.com/?cid=12900452177462876946&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.957714199999998,121.2962628,ChIJFeahks0YaDQREtuW5-ecB7M
10–15 km,12.63,Live互動美語桃園龍安分校（龍安甲子）,桃園市,桃園區,桃園市桃園區龍安里國強十三街104號,03 370 9123,https://www.facebook.com/austinlonganschool,5,13,學校,OPERATIONAL,https://maps.google.com/?cid=6861916949558970956&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.992203099999998,121.27508139999999,ChIJAQd2L08faDQRTMqxEBxtOl8
10–15 km,12.63,經典補習班-大成分校國小部(徐薇英文)-大成國小補習班/八德數學班/八德兒童美語/八德作文班/八德安親班,桃園市,八德區,桃園市八德區大成里大成街67號,03 376 1116,https://www.facebook.com/%E7%B6%93%E5%85%B8%E8%A3%9C%E7%BF%92%E7%8F%AD-%E5%BE%90%E8%96%87%E8%8B%B1%E6%96%87-%E5%9C%8B%E5%B0%8F%E9%83%A8-1830379323887907/,4.6,91,學校,OPERATIONAL,https://maps.google.com/?cid=4820511775959319611&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9577556,121.2963669,ChIJZf2zWQEZaDQRO4Skievl5UI
10–15 km,12.65,承信短期美語補習班,桃園市,八德區,桃園市八德區,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=10480629542619071215&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.956804899999998,121.29698080000001,ChIJMSj0B9IYaDQR70JGTgqtcpE
10–15 km,12.72,佳祥文理短期補習班(中興國中 永豐國中 桃園國中)桃園國一先修 英文 數學 會考補習班 全科班 高一數學班,桃園市,桃園區,桃園市桃園區龍鳳里國豐三街13號5樓,03 379 5379,https://jia-xiang.articulation.website/,5,63,學校,OPERATIONAL,https://maps.google.com/?cid=11989558217325762679&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.988014,121.27981100000001,ChIJYcbfH2ofaDQRd1iR3ax3Y6Y
10–15 km,12.85,私立柏林語文文理短期補習班,桃園市,桃園區,桃園市桃園區龍鳳里龍安街119號2 樓,03 378 6458,,3,2,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=7801825727646148257&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9900201,121.27972670000001,ChIJkeMH2GsfaDQRoSba1ymnRWw
10–15 km,12.85,吉的堡美語,桃園市,八德區,桃園市八德區大和里介壽路二段34號2樓,,,2,4,學校,OPERATIONAL,https://maps.google.com/?cid=2320821223733016244&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.957108599999998,121.29892400000001,ChIJV2Px7EsZaDQRtDbLU5s2NSA
10–15 km,12.85,私立立天文理美語短期補習班,桃園市,八德區,桃園市八德區大和里介壽路二段34號,03 371 1000,,1,1,學校,OPERATIONAL,https://maps.google.com/?cid=4105081208091396340&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9569366,121.2989824,ChIJbfsSOtIYaDQR9Ehr7pst-Dg
10–15 km,12.99,奧斯汀美語桃園大湳二校,桃園市,八德區,桃園市八德區大忠里介壽路一段985號,03 361 0885,,5,4,學校,OPERATIONAL,https://maps.google.com/?cid=16859520172317723614&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.958772,121.2997327,ChIJS--ar7UZaDQR3suHakUM-ek
10–15 km,13.15,冠軒美語數學作文短期補習班（龍安分校）,桃園市,桃園區,桃園市桃園區龍岡里上海路117號,03 370 4558,,4.9,13,學校,OPERATIONAL,https://maps.google.com/?cid=16876386804591183682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.99152,121.282253,ChIJu4eneGwfaDQRQke_Q2L4NOo
10–15 km,13.23,冠昱補習班 （湖口國高中補習班）《國中全科班》1對1家教班｜全民英檢班｜私中衝刺班,新竹縣,湖口鄉,新竹縣湖口鄉中正村中正路二段340號,03 599 1431,https://lin.ee/cIL0Q0X,4,86,學校,OPERATIONAL,https://maps.google.com/?cid=7758938077229246793&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.888522,121.05168099999999,ChIJLThmz_UwaDQRSWmAlxJJrWs
10–15 km,13.39,佳音英語湖口校,新竹縣,湖口鄉,新竹縣湖口鄉愛勢村民族街175號,03 699 3077,,4.8,462,學校,OPERATIONAL,https://maps.google.com/?cid=11080097178541350642&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.904961,121.04645099999999,ChIJsTs5Q0UwaDQR8t7D061pxJk
10–15 km,13.6,凱瑟琳美語文理補習班,新竹縣,湖口鄉,新竹縣湖口鄉德盛村成功路62-1號,03 599 1775,,5,2,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=9713764555554113044&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9062052,121.04416739999998,ChIJyYy15WcxaDQRFEaVxWU5zoY
10–15 km,13.98,約拿美語短期補習班,新竹縣,關西鎮,新竹縣關西鎮西安里正義路111之6號,03 517 1245,,5,1,學校,OPERATIONAL,https://maps.google.com/?cid=18247875052884327115&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.79457,121.17547999999998,ChIJ2X8vx8s-aDQRy_rh4K15Pf0
10–15 km,13.98,葛洛莉英語-大竹校Da Chu(大竹國小 新莊國小 新興國小 大華國小 五權國小)大竹兒童美語 大竹英文補習班 大竹美語 蘆竹美語 小一新生 英文補習 國小英文 國中英文 高中英文,桃園市,蘆竹區,桃園市蘆竹區大竹里大新路131號,03 313 5130,http://www.glo.com.tw/,5,685,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=3178985590916278911&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.024732099999998,121.25537439999998,ChIJCQVZjCUgaDQRf2qmTI0GHiw
10–15 km,14.04,薪傳巨人升學文理補習班&Live互動美語湖口信勢分校,新竹縣,湖口鄉,新竹縣湖口鄉中正村中山路一段588號,03 590 6111,https://www.facebook.com/people/%E8%96%AA%E5%82%B3%E5%B7%A8%E4%BA%BA%E5%8D%87%E5%AD%B8%E8%A3%9C%E7%BF%92%E7%8F%AD/100092241100023/,4.2,19,學校,OPERATIONAL,https://maps.google.com/?cid=6488921225147460106&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8945567,121.041866,ChIJ68f4EM8xaDQRCipoeHlHDVo
10–15 km,14.12,MPM數學 常春藤英語 新埔分校,新竹縣,新埔鎮,新竹縣新埔鎮四座里中正路192號,03 589 7903,,4.4,13,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=17167602513746233672&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.826931000000002,121.08327100000001,ChIJ_xRwpOM5aDQRSInyRIeTP-4
10–15 km,14.15,愛美語關西分校-立人文理補習班,新竹縣,關西鎮,新竹縣關西鎮西安里北平路106號,03 587 1670,https://www.facebook.com/%E6%84%9B%E7%BE%8E%E8%AA%9E%E9%97%9C%E8%A5%BF%E5%88%86%E6%A0%A1-100496242582188,,,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=3830126852697435119&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.793051900000002,121.1740264,ChIJa0UGmzI_aDQR7yu3YxRYJzU
10–15 km,14.19,大翰文理美語補習班,桃園市,觀音區,桃園市觀音區草新里四維路29號,,,,,學校,CLOSED_TEMPORARILY,https://maps.google.com/?cid=12958951856420763028&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.043723399999998,121.1424201,ChIJ90J_IBwnaDQRlDVZzw1y17M
10–15 km,14.19,奧斯汀美語 大竹分校,桃園市,蘆竹區,桃園市蘆竹區大竹里大竹路600號,03 313 1397,https://www.facebook.com/austinenglishlight/,4.9,15,學校,OPERATIONAL,https://maps.google.com/?cid=17325832122382422480&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0259069,121.25712279999999,ChIJ1XpvgOkhaDQR0BGo5IS4cfA
10–15 km,14.2,Danny Kids丹尼互動美語湖口校區,新竹縣,湖口鄉,新竹縣湖口鄉信勢村新湖路115號,03 557 1805,https://www.facebook.com/dannykidshukou/,5,88,學校,OPERATIONAL,https://maps.google.com/?cid=2209145546443792600&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9021573,121.0387417,ChIJ8x6wMggxaDQR2CDrgCt2qB4
10–15 km,14.22,泓庭文理補習班-皇家美語加盟校,桃園市,蘆竹區,桃園市蘆竹區上竹里南竹路五段251號,03 323 6345,,3.9,13,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=240151938651357695&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0245338,121.25976010000001,ChIJmZgveZwfaDQR_4Fvc-owVQM
10–15 km,14.23,博全-空中美語觀音分校,桃園市,觀音區,桃園市觀音區四維路12號,03 438 9525,https://sites.google.com/view/bochyuan/%E9%A6%96%E9%A0%81,4.4,5,學校,OPERATIONAL,https://maps.google.com/?cid=9671046561170692986&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.044155999999997,121.14268469999999,ChIJmy7Wox4naDQRepvXpJt1NoY
10–15 km,14.23,佳仁美語才藝短期補習班,新竹縣,關西鎮,新竹縣關西鎮北斗里中興路12號,03 587 8600,,5,3,學校,OPERATIONAL,https://maps.google.com/?cid=17415218022417043379&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.7922469,121.1770648,ChIJP1maq84-aDQRsw8miIVIr_E
10–15 km,14.27,愛美語國際補習班,新竹縣,湖口鄉,新竹縣湖口鄉信勢村明德街255號,03 599 6007,,,,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=12657964811721207265&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.902227399999997,121.03805879999999,ChIJHVEVN1IwaDQR4W0Jdu4fqq8
10–15 km,14.29,葉老師美語教室,新竹縣,湖口鄉,新竹縣湖口鄉信勢村明德街308號,03 599 2756,,5,4,學校,OPERATIONAL,https://maps.google.com/?cid=6439218446177399884&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.901533600000004,121.0379552,ChIJZX74ylMwaDQRTPSLcw-zXFk
10–15 km,14.33,玉兔兒童課後照顧服務中心《新莊國小 大竹國小 大華國小》蘆竹安親班 蘆竹才藝班 蘆竹兒童美語 蘆竹兒童舞蹈 蘆竹暑期班,桃園市,蘆竹區,桃園市蘆竹區大竹里南竹路五段222號,03 323 2446,https://www.e2afterschool.com/,5,41,學校,OPERATIONAL,https://maps.google.com/?cid=2666009332980519121&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.025478099999997,121.2603071,ChIJZzbJricgaDQR0RAu_FyR_yQ
10–15 km,14.36,Flying Dolphin English(博士登補習班),桃園市,觀音區,桃園市觀音區草新里四維二街46號,03 483 6316,https://www.facebook.com/%E6%B5%B7%E8%B1%9A%E9%B3%A5%E7%BE%8E%E8%AA%9E-%E8%8D%89%E6%BC%AF%E6%A0%A1-329125293539/,4,3,學校,OPERATIONAL,https://maps.google.com/?cid=14775297317793933469&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.045111,121.1418899,ChIJpROFBhwnaDQRnajjraBmDM0
10–15 km,14.49,賴世雄美語 傅老師補習班,新竹縣,新埔鎮,新竹縣新埔鎮,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=14265135193612750329&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.827927100000004,121.07678109999999,ChIJgU7o41g3aDQR-Q028ODw98U
10–15 km,14.74,布蘭達美語-Brenda studio,桃園市,觀音區,桃園市觀音區草漯里忠孝路34號,03 483 7499,,5,5,學校,OPERATIONAL,https://maps.google.com/?cid=1838528830862011972&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.049077999999998,121.143618,ChIJ8e8ykRknaDQRRC7YEDvEgxk
10–15 km,14.8,佳音英語關西校,新竹縣,關西鎮,新竹縣關西鎮東安里大德街86號,03 517 1630,,4,3,教育機構,OPERATIONAL,https://maps.google.com/?cid=8393930351964256124&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.787195699999998,121.1809414,ChIJ1xXU2dE-aDQRfPcyoi47fXQ
15–20 km,15.48,漢林美語短期補習班,桃園市,大園區,桃園市大園區埔心里埔心街99-5號,03 381 3036,,,,學校,OPERATIONAL,https://maps.google.com/?cid=1135817308057355910&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.052608,121.225673,ChIJ4d7p1HogaDQRhsZ_6NI7ww8
15–20 km,15.76,私立佛利亞美語文理短期補習班,桃園市,大園區,桃園市大園區大園里和平一街17號,03 386 0268,,3.9,11,學校,OPERATIONAL,https://maps.google.com/?cid=3192939386250519507&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0604575,121.2007682,ChIJsSqDKpogaDQR0-PQcnSZTyw
15–20 km,15.76,葛洛莉英語-大園校 Da Yuan,桃園市,大園區,桃園市大園區大園里中正二街55號,03 385 5081,http://www.glo.com.tw/,5,464,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=6186639775692339273&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.060535,121.20037889999999,ChIJj1cqLpogaDQRSbhxBxlc21U
15–20 km,15.82,群揚語文短期補習班(大園國小 大園國中)大園兒童美語 大園小一新生 大園正音班 大園課輔班 大園補習班,桃園市,大園區,桃園市大園區大園里中正二街46號,03 385 8920,https://chun-yang.weebly.com/,4.9,49,學校,OPERATIONAL,https://maps.google.com/?cid=12749131193607395473&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0611095,121.2004163,ChIJOXdCzZsgaDQRkRjS1UUD7rA
15–20 km,15.84,奧斯汀美語/MPM數學_桃園大園分校,桃園市,大園區,桃園市大園區大園里中正二街39號,03 386 8808,https://austinenglish.com.tw/,4.8,24,學校,OPERATIONAL,https://maps.google.com/?cid=5150303975398947100&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0612057,121.20074259999998,ChIJ5bv3FQ8haDQRHLnvmi2OeUc
